MyUnknownColumn,Date,Open,High,Low,Close,Volume
881,"20220830  10:30:00",748.85,750.65,747.9,750.65,45900
882,"20220830  11:30:00",748.9,755.85,748.9,754.2,82450
883,"20220830  12:30:00",754.2,766.9,753.8,764.2,444550
884,"20220830  13:30:00",763.65,764.85,760.65,762,118150
885,"20220830  14:30:00",762.05,764.7,760.35,761.85,219300
886,"20220901  09:15:00",749.65,764.3,749.65,763.45,51850
887,"20220901  09:30:00",763.8,773.05,762.8,769.3,201450
888,"20220901  10:30:00",768.8,771.4,768.1,770.1,85850
889,"20220901  11:30:00",770.05,770.15,766.95,768.05,49300
890,"20220901  12:30:00",767.85,769.65,764.3,765.3,33150
891,"20220901  13:30:00",765.2,765.95,762.65,765.05,63750
892,"20220901  14:30:00",765.2,767.95,764.3,766.6,100300
893,"20220902  09:15:00",772.7,772.7,768.7,768.95,59500
894,"20220902  09:30:00",769.15,772.35,768.55,771.6,90950
895,"20220902  10:30:00",771.6,772.5,770.2,771,30600
896,"20220902  11:30:00",770.7,777.6,770.7,773.3,147900
897,"20220902  12:30:00",773.4,773.45,771,772.55,54400
898,"20220902  13:30:00",772.95,779.1,769.85,775.6,142800
899,"20220902  14:30:00",774.8,776.25,762.5,765.25,257550
900,"20220905  09:30:00",772.85,773.95,772.85,773.3,5100
901,"20220905  10:30:00",774.1,775.55,771.05,774.25,36550
902,"20220905  11:30:00",774.1,776,772,776,37400
903,"20220905  12:30:00",775.95,779.65,774.35,774.7,89250
904,"20220905  13:30:00",775.05,775.4,773.55,775.4,29750
905,"20220905  14:30:00",776.15,776.7,773.8,774.7,56950
906,"20220906  09:15:00",779.8,780.7,775.75,776.2,43350
907,"20220906  09:30:00",776.6,778.35,767.3,767.8,83300
908,"20220906  10:30:00",768.55,773.6,768.55,773,60350
909,"20220906  11:30:00",773,778.25,772.25,775.4,49300
910,"20220906  12:30:00",775.95,777.85,774.75,775,31450
911,"20220906  13:30:00",774.4,774.9,771.25,774.6,39950
912,"20220906  14:30:00",774.15,777.8,771.6,775.7,119850
913,"20220907  09:15:00",771.6,776.6,771.6,775.55,21250
914,"20220907  09:30:00",774.65,778,773.4,777.1,63750
915,"20220907  10:30:00",777.1,777.1,769.75,770.75,37400
916,"20220907  11:30:00",771.35,776.05,771.35,776.05,22950
917,"20220907  12:30:00",776.55,776.8,773.95,776.35,28900
918,"20220907  13:30:00",775.8,777.9,775.05,776.8,21250
919,"20220907  14:30:00",777.6,779.45,776,778.45,93500
920,"20220908  09:15:00",781.65,785.95,779.8,780.05,42500
921,"20220908  09:30:00",780.8,782.45,778,778.9,39100
922,"20220908  10:30:00",778.6,779.45,776.5,778.5,41650
923,"20220908  11:30:00",779.35,781.85,778.7,780.4,30600
924,"20220908  12:30:00",780.45,784.3,780.3,781.3,49300
925,"20220908  13:30:00",781.2,782.8,781.2,782,20400
926,"20220908  14:30:00",782.95,784.4,780.5,782.55,90100
927,"20220909  09:15:00",788.95,788.95,782.6,786.7,25500
928,"20220909  09:30:00",787.6,788.95,784,784.7,69700
929,"20220909  10:30:00",784.95,786.3,783.2,783.95,34850
930,"20220909  11:30:00",783.9,786.4,779.25,779.75,56950
931,"20220909  12:30:00",779.2,788.4,779.2,783.65,71400
932,"20220909  13:30:00",783.3,787.95,781.9,784.6,49300
933,"20220909  14:30:00",784.6,787.95,783.65,785.3,99450
934,"20220912  09:15:00",792.85,793.15,788.85,790.1,42500
935,"20220912  09:30:00",791,799.95,789.4,797.35,136000
936,"20220912  10:30:00",797.2,809.1,796.4,805.9,182750
937,"20220912  11:30:00",806.35,821.15,804.5,819.15,383350
938,"20220912  12:30:00",819.6,819.6,809.9,813.6,182750
939,"20220912  13:30:00",813.65,813.65,809.1,811.95,80750
940,"20220912  14:30:00",812.4,819.9,809.55,815.05,290700
941,"20220913  09:15:00",820,825.55,816.5,825.5,93500
942,"20220913  09:30:00",825.8,828.5,817.4,824.75,292400
943,"20220913  10:30:00",824.75,827.9,819.7,827.3,159800
944,"20220913  11:30:00",827.35,827.9,823.6,826.7,56950
945,"20220913  12:30:00",825.75,827,822.95,824.55,47600
946,"20220913  13:30:00",823.65,826.65,822.9,823.85,58650
947,"20220913  14:30:00",823.9,824.35,816.25,818.65,190400
948,"20220914  09:15:00",809.95,821.85,809.1,819.9,64600
949,"20220914  09:30:00",819.85,829.2,817.15,826.45,204850
950,"20220914  10:30:00",827.3,845.95,827.3,836.25,440300
951,"20220914  11:30:00",836.05,839.4,830.2,837.85,121550
952,"20220914  12:30:00",838.35,839.15,834.05,836.4,62900
953,"20220914  13:30:00",837.45,839.35,830.1,836.3,117300
954,"20220914  14:30:00",836.5,838.25,831.3,833.05,123250
955,"20220915  09:15:00",834.6,840.75,833.6,833.95,44200
956,"20220915  09:30:00",833.95,833.95,820.2,827.95,185300
957,"20220915  10:30:00",827.95,828.9,821.9,828.75,68850
958,"20220915  11:30:00",826.45,829.85,825.4,826.7,41650
959,"20220915  12:30:00",826.7,828.7,826.3,828.3,17000
960,"20220915  13:30:00",829.2,829.2,823.9,826.65,26350
961,"20220915  14:30:00",827.4,834.2,827.1,829.7,108800
962,"20220916  09:15:00",831,837.85,829.15,834.1,37400
963,"20220916  09:30:00",833.6,839.2,820.75,826.9,146200
964,"20220916  10:30:00",826.45,829.5,823.45,828.6,62900
965,"20220916  11:30:00",828.8,831.8,827.55,828.85,35700
966,"20220916  12:30:00",829.1,830.3,811.5,815.2,124950
967,"20220916  13:30:00",814.55,816.15,802.8,811.05,165750
968,"20220916  14:30:00",810,817.3,808.75,812.65,153000
969,"20220919  09:15:00",809.1,810.25,793.65,802.6,108800
970,"20220919  09:30:00",802.6,807.75,797.75,806.2,120700
971,"20220919  10:30:00",804.95,807,796.4,799,65450
972,"20220919  11:30:00",798.55,798.95,791.3,796.4,85000
973,"20220919  12:30:00",797.2,798,791.95,791.95,35700
974,"20220919  13:30:00",791.4,802.15,791.4,797.2,54400
975,"20220919  14:30:00",797.2,798.75,792.95,796.15,83300
976,"20220920  09:15:00",800.55,807.05,800.55,803.95,30600
977,"20220920  09:30:00",804.5,810,802.8,806.55,77350
978,"20220920  10:30:00",807.75,814.55,807.25,811.6,82450
979,"20220920  11:30:00",811.8,823.5,811.5,812.95,114750
980,"20220920  12:30:00",812.95,815.5,809.9,809.9,38250
981,"20220920  13:30:00",809.9,811.2,804.4,805.8,38250
982,"20220920  14:30:00",806.5,809.95,802.2,803.25,121550
983,"20220921  09:15:00",807.25,810.5,805.4,807.3,24650
984,"20220921  09:30:00",807.5,807.85,799.95,805.8,56100
985,"20220921  10:30:00",806.2,806.2,797.1,797.1,28900
986,"20220921  11:30:00",797.25,799.55,792.15,793.65,46750
987,"20220921  12:30:00",794.4,797.9,793.05,795.35,41650
988,"20220921  13:30:00",794.85,799.15,794.85,797,44200
989,"20220921  14:30:00",795.8,796.3,788,789.9,108800
990,"20220922  09:15:00",785.3,794.7,785.3,794.7,30600
991,"20220922  09:30:00",793.55,801.6,790.6,792.6,125800
992,"20220922  10:30:00",792.05,792.05,785.55,786.45,62050
993,"20220922  11:30:00",787.15,791.05,784.4,787.8,40800
994,"20220922  12:30:00",788.55,797.75,788.5,795.35,61200
995,"20220922  13:30:00",798.2,806.55,797.2,804.5,98600
996,"20220922  14:30:00",805.15,807.25,802.5,806.7,108800
997,"20221020  09:15:00",738,752.15,738,745.95,82450
998,"20221020  09:30:00",746,751.55,741.95,745.9,144500
999,"20221020  10:30:00",746.95,747.2,742.15,744.7,79900
