MyUnknownColumn,Date,Open,High,Low,Close,Volume
439,"20220531  09:30:00",726.9,726.9,712.8,718.05,453050
440,"20220531  10:30:00",718.05,719.95,708,713.45,332350
441,"20220531  11:30:00",713,714.55,710.25,711.7,167450
442,"20220531  12:30:00",711.65,711.8,707.75,709.55,165750
443,"20220531  13:30:00",709.55,712.9,709.5,711.85,175100
444,"20220531  14:30:00",711.7,711.9,701.25,702.25,306850
445,"20220601  09:15:00",707.15,707.15,695,698.85,73100
446,"20220601  09:30:00",698.15,698.15,689.9,693.8,186150
447,"20220601  10:30:00",693.8,694.75,688.95,689.6,117300
448,"20220601  11:30:00",689.5,691.85,689.1,690.2,83300
449,"20220601  12:30:00",690.95,691.4,685.2,686.05,96050
450,"20220601  13:30:00",685.8,688.65,683.05,683.05,139400
451,"20220601  14:30:00",683.65,692.25,683.25,692.25,146200
452,"20220602  09:15:00",688.5,693.55,687.5,690.1,43350
453,"20220602  09:30:00",689.45,689.7,683.05,687.55,112200
454,"20220602  10:30:00",687.95,689.85,685.9,689.5,62900
455,"20220602  11:30:00",689.85,691.3,688.15,688.15,52700
456,"20220602  12:30:00",689.1,690.3,683.6,683.65,102000
457,"20220602  13:30:00",683.6,685.9,682.1,684.5,168300
458,"20220602  14:30:00",684.1,685.5,681.9,685,206550
459,"20220603  09:15:00",695.45,695.45,689.65,689.75,42500
460,"20220603  09:30:00",690.95,695.4,686.35,686.8,230350
461,"20220603  10:30:00",687.45,688.2,678.75,682.65,181900
462,"20220603  11:30:00",683.1,686.65,683.1,684.4,98600
463,"20220603  12:30:00",683.7,683.7,672.75,676.2,181900
464,"20220603  13:30:00",675.55,677.8,669.05,669.6,171700
465,"20220603  14:30:00",668.95,673.85,665.2,667.3,408000
466,"20220606  09:15:00",667,671.55,663.05,664.45,153850
467,"20220606  09:30:00",664.25,670.9,662.1,666.1,202300
468,"20220606  10:30:00",665.75,666,655,656.4,181900
469,"20220606  11:30:00",656.75,665.55,655.95,664.95,179350
470,"20220606  12:30:00",664.95,666.65,662,662.35,164900
471,"20220606  13:30:00",663.55,663.8,659.25,659.35,139400
472,"20220606  14:30:00",659.95,664.7,659.2,662.25,198900
473,"20220607  09:15:00",661.85,661.85,654.8,656.95,9350
474,"20220607  09:30:00",657.6,661.1,654.1,656.85,100300
475,"20220607  10:30:00",656.85,656.85,648.45,652.65,137700
476,"20220607  11:30:00",653.2,655.65,652.2,654.85,57800
477,"20220607  12:30:00",654.95,658.95,652.95,656.8,103700
478,"20220607  13:30:00",656.8,656.8,650.05,652.1,73100
479,"20220607  14:30:00",652.1,653.05,649.85,652.7,114750
480,"20220608  09:15:00",654.9,654.9,644.95,646.25,49300
481,"20220608  09:30:00",645.15,647,639.05,645.8,140250
482,"20220608  10:30:00",645.6,652.25,645.6,652.25,125800
483,"20220608  11:30:00",652.75,653.35,650.9,651.7,97750
484,"20220608  12:30:00",651.85,654.1,645.8,647.35,96050
485,"20220608  13:30:00",646.25,648.3,643.15,643.45,80750
486,"20220608  14:30:00",643.4,649.45,640.4,646.75,181050
487,"20220609  09:15:00",645.75,646.15,638.05,645.3,76500
488,"20220609  09:30:00",645.25,648.45,640.3,644.85,127500
489,"20220609  10:30:00",644.8,648.1,643.9,645.65,78200
490,"20220609  11:30:00",645.4,645.8,642.1,644.85,42500
491,"20220609  12:30:00",644.85,650.4,644.45,647.45,114750
492,"20220609  13:30:00",648.3,654.1,648.05,650.1,156400
493,"20220609  14:30:00",650.6,658.5,650.25,658.5,229500
494,"20220610  09:15:00",646.85,652.85,646.85,650.5,42500
495,"20220610  09:30:00",650.4,661.2,649.75,660.55,161500
496,"20220610  10:30:00",660.55,661.35,655.7,657,123250
497,"20220610  11:30:00",657.5,657.75,651.9,656.1,62900
498,"20220610  12:30:00",656.05,657.45,652.4,655.4,74800
499,"20220610  13:30:00",653.6,660.45,653.6,655.65,67150
500,"20220610  14:30:00",656.4,661.45,656.4,657.35,130050
501,"20220613  09:15:00",640.45,647.95,640.3,640.85,105400
502,"20220613  09:30:00",640.75,649.5,639.35,645.25,168300
503,"20220613  10:30:00",644.9,651.25,644.45,650.15,91800
504,"20220613  11:30:00",649.6,649.6,644.9,645.4,50150
505,"20220613  12:30:00",645.15,649.05,642.6,648.2,51000
506,"20220613  13:30:00",647.7,648.2,643.45,643.5,63750
507,"20220613  14:30:00",644.45,648.55,644.05,648.05,95200
508,"20220614  09:15:00",650.25,655,649.15,650.8,45050
509,"20220614  09:30:00",649.15,661.4,647.65,659.2,266050
510,"20220614  10:30:00",658.55,660.25,655.55,657.8,90100
511,"20220614  11:30:00",657.35,659.85,654.45,655.55,75650
512,"20220614  12:30:00",655.55,659.65,654.6,657.8,88400
513,"20220614  13:30:00",658.4,658.4,651.8,655,71400
514,"20220614  14:30:00",655.75,656.15,651.95,652.2,107950
515,"20220615  09:15:00",659.2,661.45,656.8,659.6,44200
516,"20220615  09:30:00",659.65,661.45,655.95,656.8,115600
517,"20220615  10:30:00",656.8,661.2,655.9,660.55,86700
518,"20220615  11:30:00",660.9,663.3,660.2,660.65,97750
519,"20220615  12:30:00",660.55,661.3,658,659.9,54400
520,"20220615  13:30:00",659.65,660.85,653.2,656.2,78200
521,"20220615  14:30:00",655.95,660.1,654.7,654.75,134300
522,"20220616  09:15:00",656.85,664.15,656.85,663.75,69700
523,"20220616  09:30:00",664.35,664.35,658.5,659.25,78200
524,"20220616  10:30:00",658.6,660.15,647.85,648.55,127500
525,"20220616  11:30:00",649.05,651.45,647.05,648.55,146200
526,"20220616  12:30:00",648.8,649.95,638.65,641.1,128350
527,"20220616  13:30:00",640.7,646.2,637,642.7,105400
528,"20220616  14:30:00",642.7,644.4,634.5,634.5,233750
529,"20220617  09:15:00",631,632.2,622.8,622.8,73100
530,"20220617  09:30:00",622.7,639.65,617.6,626.9,209950
531,"20220617  10:30:00",627.5,635.7,626.6,630.65,61200
532,"20220617  11:30:00",629.9,632.95,628.5,632,32300
533,"20220617  12:30:00",632.9,636.05,630.4,634.75,63750
534,"20220617  13:30:00",634.1,638.3,630.35,633.4,55250
535,"20220617  14:30:00",635.1,639.05,631.65,634.95,147050
536,"20220620  09:15:00",637.15,638.05,633.95,633.95,37400
537,"20220620  09:30:00",633.85,633.85,618.35,619.45,164900
538,"20220620  10:30:00",619.55,625.55,616.05,624.55,66300
539,"20220620  11:30:00",623.45,628.15,622.2,627.2,45900
540,"20220620  12:30:00",628.75,629.8,624.75,627.1,61200
541,"20220620  13:30:00",627.8,628.9,624.6,628.65,81600
542,"20220620  14:30:00",628.65,635.55,626.2,635.4,102850
543,"20220621  09:15:00",640.25,644.35,638.85,642.3,58650
544,"20220621  09:30:00",642.3,648.7,641.5,646.75,141950
545,"20220621  10:30:00",646.75,647.3,644.3,645.3,59500
546,"20220621  11:30:00",645.35,647.4,643.95,646.25,39950
547,"20220621  12:30:00",646.25,655,646.25,650.5,171700
548,"20220621  13:30:00",650.7,652.7,649.15,650.75,59500
549,"20220621  14:30:00",651.55,653.2,646.25,650.6,100300
550,"20220622  09:15:00",639.4,647.3,639.4,640.8,36550
551,"20220622  09:30:00",639.8,640.95,631.55,635.05,122400
552,"20220622  10:30:00",635.8,639.6,634.85,635.15,62900
553,"20220622  11:30:00",635.65,636.05,629.55,634.2,79900
554,"20220622  12:30:00",635,635,630.55,632,51000
555,"20220622  13:30:00",632.5,634.7,628.9,633.15,73950
556,"20220622  14:30:00",634.75,638,632.75,634.15,90100
557,"20220623  09:15:00",636.5,640.75,636.5,639.8,22100
558,"20220623  09:30:00",639.8,644.45,639.25,641.95,85850
559,"20220623  10:30:00",641.65,643.95,640.9,641.2,53550
560,"20220623  11:30:00",640.7,641.4,633.6,639.35,92650
561,"20220623  12:30:00",639.6,640.7,636.7,640.3,61200
562,"20220623  13:30:00",640.5,645.8,640.5,645.05,87550
563,"20220623  14:30:00",645.35,650.05,644.65,649.5,102850
564,"20220624  09:15:00",653.95,656.45,651.75,651.95,13600
565,"20220624  09:30:00",652.05,659.7,652.05,656.25,35700
566,"20220624  10:30:00",656.5,658,654.15,657.85,12750
567,"20220624  11:30:00",657.75,660.35,656.85,659.9,28900
568,"20220624  12:30:00",660.1,661.45,656.6,657.2,42500
569,"20220624  13:30:00",658.75,660,657.5,658.8,12750
570,"20220624  14:30:00",658.8,659.9,656.15,657.9,38250
571,"20220627  09:15:00",666.3,666.3,660.85,661.4,23800
572,"20220627  09:30:00",661.4,668.55,660.85,665.7,164900
573,"20220627  10:30:00",665.35,667.95,663.45,667.8,60350
574,"20220627  11:30:00",667.55,667.75,665.25,666.05,41650
575,"20220627  12:30:00",665.9,670.5,665.9,668.9,64600
576,"20220627  13:30:00",668.7,670.05,666.35,667.95,61200
577,"20220627  14:30:00",668.45,668.45,665.2,667.85,91800
578,"20220628  09:15:00",667.95,668.25,659.5,659.85,51850
579,"20220628  09:30:00",659.5,660.3,656.65,657.85,82450
580,"20220628  10:30:00",657.85,661.45,657.25,661.15,34850
581,"20220628  11:30:00",661.3,661.85,659.45,660.05,43350
582,"20220628  12:30:00",659.7,663.7,659.3,661.35,53550
583,"20220628  13:30:00",661.55,662.9,659.9,662.9,49300
584,"20220628  14:30:00",662.9,663.75,659.85,660.6,78200
585,"20220629  09:15:00",652.05,653.7,651.4,652.35,45900
586,"20220629  09:30:00",652.3,656.85,651.65,656.05,73950
587,"20220629  10:30:00",656.25,656.7,652.1,655.05,58650
588,"20220629  11:30:00",655.3,655.5,649.8,651.5,75650
589,"20220629  12:30:00",651.2,652.9,651.1,651.75,31450
590,"20220629  13:30:00",652,654.15,651.75,653.15,49300
591,"20220629  14:30:00",653.15,653.15,644.95,644.95,107950
592,"20220630  09:15:00",648.85,651.5,647.4,650.3,38250
593,"20220630  09:30:00",650.3,650.65,641.9,643.35,106250
594,"20220630  10:30:00",643.35,644,640.35,643.55,70550
595,"20220630  11:30:00",643,645.85,637.9,638.75,74800
596,"20220630  12:30:00",638,649.15,636.65,648.7,82450
597,"20220630  13:30:00",648.15,649.55,646.55,647.2,51850
598,"20220630  14:30:00",647.7,647.7,641.7,644,152150
599,"20220701  09:15:00",643.3,644.05,637.85,643.1,28900
600,"20220701  09:30:00",642.45,643.6,632.75,635.1,94350
601,"20220701  10:30:00",635.25,639,634.5,638.45,44200
602,"20220701  11:30:00",638.45,640.85,634.6,640.2,62050
603,"20220701  12:30:00",639.85,642.55,639.3,640.5,35700
604,"20220701  13:30:00",640.95,643.3,640.2,642,51000
605,"20220701  14:30:00",642.25,651,642.25,650.3,150450
606,"20220704  09:15:00",649.55,650.75,644.95,647.2,27200
607,"20220704  09:30:00",646.9,646.9,637.55,640.2,107100
608,"20220704  10:30:00",639.4,641.7,638.6,640.35,36550
609,"20220704  11:30:00",640.45,644.7,638.7,643,68000
610,"20220704  12:30:00",642.95,643.85,640.6,643.5,40800
611,"20220704  13:30:00",643.55,644.8,642.25,644.55,62050
612,"20220704  14:30:00",644.45,648.45,643.85,647.25,149600
613,"20220705  09:15:00",648.35,648.5,646.2,647.7,28050
614,"20220705  09:30:00",647.05,653.05,647.05,650.6,106250
615,"20220705  10:30:00",650.3,650.35,647.4,648.6,49300
616,"20220705  11:30:00",648.25,648.25,646.8,647.15,37400
617,"20220705  12:30:00",646.8,647.7,643.6,644.25,66300
618,"20220705  13:30:00",644.7,645.35,635.95,637.55,136850
619,"20220705  14:30:00",637.55,638.4,629.5,631.1,174250
620,"20220706  09:15:00",626.5,635.6,626.5,635.6,73950
621,"20220706  09:30:00",635.1,638.35,631.4,637.2,129200
622,"20220706  10:30:00",637.45,640.45,636.95,639.4,65450
623,"20220706  11:30:00",639.55,641.7,637.6,641.25,47600
624,"20220706  12:30:00",641.55,645.7,641.55,642.65,95200
625,"20220706  13:30:00",643.95,645.1,640.85,642.65,72250
626,"20220706  14:30:00",641.95,649.7,640.8,647.7,117300
627,"20220707  09:15:00",650.45,652.15,649.45,651.65,37400
628,"20220707  09:30:00",652.05,655,651.5,654.35,172550
629,"20220707  10:30:00",654.25,656.4,652.3,653.3,66300
630,"20220707  11:30:00",653.45,654.35,651.25,652.1,27200
631,"20220707  12:30:00",651.75,652,649.65,650.45,24650
632,"20220707  13:30:00",650.45,650.6,644,647.95,51000
633,"20220707  14:30:00",648.25,653.25,648.15,653.25,68850
634,"20220708  09:15:00",656.9,658.8,654.4,658.55,68850
635,"20220708  09:30:00",658.75,663.3,658.45,659.45,164900
636,"20220708  10:30:00",659,663.1,657.8,658.6,92650
637,"20220708  11:30:00",659.2,660.8,656,658.35,58650
638,"20220708  12:30:00",658.5,661.45,658.5,661.45,43350
639,"20220708  13:30:00",661.5,664.2,659.75,660.15,104550
640,"20220708  14:30:00",659.35,669.8,657.85,668.3,217600
641,"20220711  09:15:00",669.3,669.3,660.25,661,79900
642,"20220711  09:30:00",660.25,676.1,660.25,671.65,251600
643,"20220711  10:30:00",671.85,676.9,669.6,672.8,194650
644,"20220711  11:30:00",672.6,674.4,669.8,670.6,92650
645,"20220711  12:30:00",670.6,678.65,670.35,678.1,92650
646,"20220711  13:30:00",677.75,678.5,673.95,677.5,102000
647,"20220711  14:30:00",677.65,689.85,675.65,684.3,657900
648,"20220712  09:15:00",682.5,687,674.4,684.55,129200
649,"20220712  09:30:00",684.55,690.5,681.05,683.15,232050
650,"20220712  10:30:00",682.55,684.65,677.8,678.35,141950
651,"20220712  11:30:00",677.95,678.45,674.5,675.2,104550
652,"20220712  12:30:00",675.45,677.7,672.55,676.9,78200
653,"20220712  13:30:00",676.05,679.25,673.9,677.35,67150
654,"20220712  14:30:00",677.85,678.95,669.9,671.6,135150
655,"20220713  09:15:00",674.5,680.75,672.55,678.55,43350
656,"20220713  09:30:00",679.3,680.35,674.9,675.2,83300
657,"20220713  10:30:00",675.95,682.7,673.05,680.75,77350
658,"20220713  11:30:00",680.75,682.2,679.35,679.95,59500
659,"20220713  12:30:00",679.9,679.9,675.45,676.1,44200
660,"20220713  13:30:00",675.6,680.15,673.75,680.15,49300
661,"20220713  14:30:00",680.85,682.45,677.2,678.85,83300
662,"20220714  09:15:00",681.05,686.4,679,680.6,45050
663,"20220714  09:30:00",680.2,683.85,679.7,679.7,73100
664,"20220714  10:30:00",679.3,680.75,675.6,676.65,51850
665,"20220714  11:30:00",676.5,676.5,669.55,672.55,81600
666,"20220714  12:30:00",672.35,674.15,669.45,670.35,51850
667,"20220714  13:30:00",669.8,670.1,663.7,663.7,69700
668,"20220714  14:30:00",662.95,672.8,661.45,670.85,163200
669,"20220715  09:15:00",675.05,676.1,671.1,671.1,18700
670,"20220715  09:30:00",670.95,675.35,669.75,672.45,62900
671,"20220715  10:30:00",672.2,672.45,666.35,668.9,65450
672,"20220715  11:30:00",668.15,669.25,665.6,668.1,86700
673,"20220715  12:30:00",667.8,670.35,667.1,669.55,84150
674,"20220715  13:30:00",668.8,672,666.15,671.45,102850
675,"20220715  14:30:00",671.85,674.25,671.05,673.4,105400
676,"20220718  09:15:00",680.1,680.1,676.2,677.25,30600
677,"20220718  09:30:00",678.1,680.75,677.55,678.7,54400
678,"20220718  10:30:00",678.9,679,676.85,678.25,25500
679,"20220718  11:30:00",678.3,679.1,677.25,678.8,21250
680,"20220718  12:30:00",679.3,680.85,677,677.2,51000
681,"20220718  13:30:00",676.8,677.35,674.75,676.1,31450
682,"20220718  14:30:00",676.75,683.45,676.7,679.9,144500
683,"20220719  09:15:00",679,679.95,674.75,679.95,34000
684,"20220719  09:30:00",680.75,685.9,679.15,681.45,127500
685,"20220719  10:30:00",682.8,684,679.95,679.95,34850
686,"20220719  11:30:00",679.15,680.85,674.45,679,62900
687,"20220719  12:30:00",678.8,679.15,675.75,676.75,17000
688,"20220719  13:30:00",676.9,680.3,676.25,680.05,30600
689,"20220719  14:30:00",679,681.75,678,680.05,80750
690,"20220720  09:15:00",683.7,683.9,682.7,682.7,36550
691,"20220720  09:30:00",682.7,687.95,682.1,687.95,136850
692,"20220720  10:30:00",687.95,693.75,686.4,687.7,172550
693,"20220720  11:30:00",688.25,691,687.5,688.9,57800
694,"20220720  12:30:00",688.95,689.35,682.6,687.4,70550
695,"20220720  13:30:00",687.8,691.45,684.55,685.65,98600
696,"20220720  14:30:00",685.55,686.6,681.35,681.45,56100
697,"20220721  09:15:00",685.45,687.3,681.95,685.65,24650
698,"20220721  09:30:00",685,689.15,683.95,686.85,71400
699,"20220721  10:30:00",687.3,695.45,686.05,692.85,157250
700,"20220721  11:30:00",692.5,693.15,688,688.25,121550
701,"20220721  12:30:00",687.8,690.05,687.75,688.75,34850
702,"20220721  13:30:00",688.4,690.6,686.4,689.3,48450
703,"20220721  14:30:00",689.35,720.5,687.8,716.95,793900
704,"20220722  09:15:00",718.8,718.8,710.8,716.95,59500
705,"20220722  09:30:00",716,716,704.95,708.6,109650
706,"20220722  10:30:00",709.4,713.2,705,711.4,56100
707,"20220722  11:30:00",710.5,710.5,702.15,705.6,59500
708,"20220722  12:30:00",706.05,707.5,699.45,700.5,49300
709,"20220722  13:30:00",700.45,706.95,700.45,705.5,48450
710,"20220722  14:30:00",704.95,705.9,696.85,697.2,94350
711,"20220725  09:15:00",699.45,707.4,699.05,705.05,34000
712,"20220725  09:30:00",705.9,714.8,703.8,712.5,139400
713,"20220725  10:30:00",712.55,717.85,710,712.5,145350
714,"20220725  11:30:00",712.3,715.1,710.7,713.25,51000
715,"20220725  12:30:00",711.7,713.35,709.15,711.85,42500
716,"20220725  13:30:00",711.4,714.8,711.1,712.3,40800
717,"20220725  14:30:00",713.25,714.75,707.8,708.45,82450
718,"20220726  09:15:00",704.5,713.1,702.3,711.7,64600
719,"20220726  09:30:00",711.4,711.55,704.05,705.55,107950
720,"20220726  10:30:00",704.55,705.35,700.6,701.35,84150
721,"20220726  11:30:00",700.9,701.35,695.95,697.55,103700
722,"20220726  12:30:00",697.5,699.6,696.25,699.05,66300
723,"20220726  13:30:00",699.05,699.35,692.65,694,85000
724,"20220726  14:30:00",694.85,695.4,687.5,688.4,124950
725,"20220727  09:15:00",690.3,691.2,682.7,685.7,40800
726,"20220727  09:30:00",684.1,691.95,683.95,691.95,96050
727,"20220727  10:30:00",692.05,694.9,692.05,693.95,78200
728,"20220727  11:30:00",694.05,694.2,689.5,689.8,31450
729,"20220727  12:30:00",689.5,693.95,689.5,693.95,52700
730,"20220727  13:30:00",693.7,697.65,693.35,697.45,98600
731,"20220727  14:30:00",696.9,699.9,695.05,695.05,124100
732,"20220728  09:15:00",699.3,701.65,696.4,700.1,34000
733,"20220728  09:30:00",700.4,706.85,699.25,703.3,130050
734,"20220728  10:30:00",703.25,709.1,702.6,709.1,120700
735,"20220728  11:30:00",708.2,709.05,703.15,705.95,94350
736,"20220728  12:30:00",705.95,708.6,702,702.35,109650
737,"20220728  13:30:00",703,705.1,701.3,705,73100
738,"20220728  14:30:00",704.95,706.8,701.3,705.8,130050
739,"20220729  09:15:00",710.4,713.15,709.15,711.2,55250
740,"20220729  09:30:00",710.8,713.7,706.85,709.05,124100
741,"20220729  10:30:00",708.9,710.25,704.55,708.45,85000
742,"20220729  11:30:00",708.65,718.6,708.65,716.4,169150
743,"20220729  12:30:00",716.95,721,715.45,718.8,157250
744,"20220729  13:30:00",718.8,719.7,713.9,716.3,148750
745,"20220729  14:30:00",717.1,723.1,716.65,720.55,285600
746,"20220801  09:15:00",721.3,726.85,718.35,726.85,102850
747,"20220801  09:30:00",726.2,727.85,722.65,722.65,172550
748,"20220801  10:30:00",722.9,731.35,722.45,724.2,157250
749,"20220801  11:30:00",724.2,728.8,724.2,727.1,69700
750,"20220801  12:30:00",727.05,744.5,725.75,738.5,411400
751,"20220801  13:30:00",738.1,748.35,733.8,744.5,361250
752,"20220801  14:30:00",744.6,747.7,739.8,741.7,373150
753,"20220802  09:15:00",737.2,745.4,736.95,745.3,119850
754,"20220802  09:30:00",744.2,748.85,732.25,748.85,275400
755,"20220802  10:30:00",749,749.55,743.65,743.75,136850
756,"20220802  11:30:00",744.1,749.55,744.1,746.35,107100
757,"20220802  12:30:00",747.15,748.35,744.5,746.35,87550
758,"20220802  13:30:00",746.4,751.1,746.4,748.75,126650
759,"20220802  14:30:00",749.1,752.45,745.35,746.2,238850
760,"20220803  09:15:00",748.5,755.35,743.9,752.95,89250
761,"20220803  09:30:00",753.25,753.25,742.1,744.1,195500
762,"20220803  10:30:00",743.15,747.9,739.15,742.55,95200
763,"20220803  11:30:00",743.85,746.8,741.35,741.95,56950
764,"20220803  12:30:00",741.75,746.35,741.75,743.4,52700
765,"20220803  13:30:00",743.55,744.95,739.9,744.5,41650
766,"20220803  14:30:00",744.85,750.05,743.65,746.95,128350
767,"20220804  09:15:00",748.8,757.15,748.8,754.6,55250
768,"20220804  09:30:00",755.15,761.5,752.4,752.8,219300
769,"20220804  10:30:00",752.4,754.4,743.7,743.7,98600
770,"20220804  11:30:00",743.6,746.65,733.65,742.65,162350
771,"20220804  12:30:00",742.2,749.45,742.2,745.6,47600
772,"20220804  13:30:00",745.6,748.65,744.55,746.25,42500
773,"20220804  14:30:00",745.45,748.9,745,746.4,114750
774,"20220805  09:15:00",749.1,756.3,749.1,755.85,59500
775,"20220805  09:30:00",756.3,760.05,752,758.8,180200
776,"20220805  10:30:00",759.1,759.1,752.8,753.3,64600
777,"20220805  11:30:00",753.3,756.95,752.65,756,55250
778,"20220805  12:30:00",756.4,756.75,750.5,750.95,62900
779,"20220805  13:30:00",750.95,755.15,748.25,748.3,49300
780,"20220805  14:30:00",748.25,753.4,747.35,751.5,141950
781,"20220808  09:15:00",752.8,755.05,751.45,755.05,40800
782,"20220808  09:30:00",755.25,755.55,748.35,753.6,80750
783,"20220808  10:30:00",752.75,753.35,749.4,752.55,43350
784,"20220808  11:30:00",752.3,756.35,751.05,753.1,34000
785,"20220808  12:30:00",752.8,755.85,751.85,751.85,39950
786,"20220808  13:30:00",752.3,754.6,746.2,746.2,73950
787,"20220808  14:30:00",746.75,749.8,738.6,743.2,297500
788,"20220810  09:15:00",742.05,762.9,742.05,761.95,214200
789,"20220810  09:30:00",761.95,762.6,747,757.35,341700
790,"20220810  10:30:00",758.05,762,753,762,137700
791,"20220810  11:30:00",762,765.95,756.25,758.6,190400
792,"20220810  12:30:00",758.3,760.15,754.95,756.3,90950
793,"20220810  13:30:00",756.4,759.4,753.6,757.45,97750
794,"20220810  14:30:00",757.45,760.45,753.7,760.2,288150
795,"20220811  09:15:00",757.35,758.55,740.9,748.2,320450
796,"20220811  09:30:00",747.6,754.6,745.45,748.65,304300
797,"20220811  10:30:00",748.2,751.85,747.4,748.95,68850
798,"20220811  11:30:00",749.5,750.85,746.6,749.65,52700
799,"20220811  12:30:00",749.9,753.3,748.35,750.05,83300
800,"20220811  13:30:00",749.7,752.8,747.25,750.55,62050
801,"20220811  14:30:00",750.95,751.8,749.05,749.65,123250
802,"20220812  09:15:00",751.85,754.4,751.15,751.35,56100
803,"20220812  09:30:00",751.8,756.9,744.4,756,232900
804,"20220812  10:30:00",756.4,756.95,752.3,755.8,73100
805,"20220812  11:30:00",755.7,758.3,753.9,756.8,81600
806,"20220812  12:30:00",756.6,756.85,753.75,754.9,49300
807,"20220812  13:30:00",755.15,755.2,750.55,754,88400
808,"20220812  14:30:00",753.95,755.35,751.4,751.85,169150
809,"20220816  09:15:00",758.25,770.25,752.7,763.8,211650
810,"20220816  09:30:00",764.75,767,760.75,762.15,198050
811,"20220816  10:30:00",762.15,762.5,757.9,759.35,101150
812,"20220816  11:30:00",758.95,762.9,758.3,761.5,65450
813,"20220816  12:30:00",761.25,762.75,759.2,762,51000
814,"20220816  13:30:00",762,767.65,762,762.75,127500
815,"20220816  14:30:00",764.1,766.3,762.7,764.85,141950
816,"20220817  09:15:00",769.9,772.55,769.35,771.25,87550
817,"20220817  09:30:00",771.05,771.05,763.35,764,150450
818,"20220817  10:30:00",763.65,769.8,761.9,769.6,105400
819,"20220817  11:30:00",769.6,769.85,765,767.7,68850
820,"20220817  12:30:00",767,768.4,766.2,767.35,59500
821,"20220817  13:30:00",767.4,768.05,762.9,765.45,51850
822,"20220817  14:30:00",765.85,766.95,764.55,765.6,99450
823,"20220818  09:15:00",765.75,766.2,761.05,761.05,37400
824,"20220818  09:30:00",762.55,767.2,762.55,764.3,72250
825,"20220818  10:30:00",763.5,769.7,763,765.1,69700
826,"20220818  11:30:00",765.1,765.1,759.25,760.9,56100
827,"20220818  12:30:00",761.35,763.8,760.85,763.7,28900
828,"20220818  13:30:00",763.85,765.75,761.5,765.4,27200
829,"20220818  14:30:00",765.9,767.15,765.25,765.65,70550
830,"20220819  09:15:00",767.15,771.15,767,768.65,22100
831,"20220819  09:30:00",767.95,769.35,764.3,767.5,24650
832,"20220819  10:30:00",767,768.6,760.95,760.95,30600
833,"20220819  11:30:00",761,761,751,751,45050
834,"20220819  12:30:00",750.55,756.8,749.4,756.35,24650
835,"20220819  13:30:00",754.95,755.95,747.7,750.55,53550
836,"20220819  14:30:00",751,752,746,746.7,38250
837,"20220822  09:15:00",738.55,743.55,733,736.1,47600
838,"20220822  09:30:00",737.1,738.75,724.9,731.95,117300
839,"20220822  10:30:00",732.35,733.2,725.95,727.4,51850
840,"20220822  11:30:00",728.3,734.2,727.2,731.75,61200
841,"20220822  12:30:00",733.95,734.45,726.8,726.8,48450
842,"20220822  13:30:00",726.6,726.6,720.4,722.25,52700
843,"20220822  14:30:00",722.95,723,717.65,721.7,65450
844,"20220823  09:15:00",696.9,726.9,696.9,726.9,45050
845,"20220823  09:30:00",727.2,732.35,724.8,729.1,120700
846,"20220823  10:30:00",727.55,727.75,720.75,721.55,102850
847,"20220823  11:30:00",722.4,723.3,719.4,723.3,39950
848,"20220823  12:30:00",723.15,729,722.3,724.95,68000
849,"20220823  13:30:00",724.6,725.95,722.5,725.55,51000
850,"20220823  14:30:00",725.05,729.55,722.75,729.55,107950
851,"20220824  09:15:00",730.95,730.95,724.7,725.95,24650
852,"20220824  09:30:00",725.95,726.5,722.25,724.1,76500
853,"20220824  10:30:00",723.55,724.45,713.85,719.65,130900
854,"20220824  11:30:00",719.5,721.9,715.95,717.2,90100
855,"20220824  12:30:00",717.1,717.65,713.95,717.55,66300
856,"20220824  13:30:00",717.15,719.95,717.15,719.05,59500
857,"20220824  14:30:00",719.4,725.3,719.4,724.95,122400
858,"20220825  09:15:00",728.95,729.95,726.4,728.2,32300
859,"20220825  09:30:00",728.75,733.5,728,728.35,136850
860,"20220825  10:30:00",728.85,733.15,728.1,729.8,70550
861,"20220825  11:30:00",729.7,733.5,728.75,733.35,55250
862,"20220825  12:30:00",733.45,734.1,731.7,732.9,47600
863,"20220825  13:30:00",733.55,733.95,729.45,729.7,63750
864,"20220825  14:30:00",729.4,730.55,722.9,724,175100
865,"20220826  09:15:00",728.3,740.4,727.5,737.75,73100
866,"20220826  09:30:00",737.35,741.95,736.45,738.5,102000
867,"20220826  10:30:00",739.5,742.95,737.6,740.55,80750
868,"20220826  11:30:00",741.2,746.75,740.65,742.35,59500
869,"20220826  12:30:00",742.3,743.4,739.85,740.8,37400
870,"20220826  13:30:00",740.85,746,740.4,744.8,39950
871,"20220826  14:30:00",745.1,746.55,740.9,743.25,84150
872,"20220829  09:15:00",724.95,731.95,724.45,731.3,58650
873,"20220829  09:30:00",731.35,739.35,731.35,737.75,96050
874,"20220829  10:30:00",738.7,740.9,735.95,738.7,28900
875,"20220829  11:30:00",739,740.25,737.45,739.2,27200
876,"20220829  12:30:00",739.85,741.4,738.4,740.55,20400
877,"20220829  13:30:00",741.1,743.25,740.4,741.55,36550
878,"20220829  14:30:00",741.5,744.6,740.7,742.6,101150
879,"20220830  09:15:00",748.75,749.05,746.2,748.4,34850
880,"20220830  09:30:00",747.45,752.1,745.7,749.45,116450
